crop,maturity_stage,hours_since_harvest,temperature_c,humidity_percent,ethylene_ppm,voc_index,co2_ppm,weight_loss_percent,spoilage_risk
Mango,Unripe,189,28.66,43.78,0.375,2.528,462.6,4.77,Medium
Mango,Ripe,200,33.46,67.04,0.881,1.512,300.0,1.18,Medium
Brinjal,Ripe,202,18.75,59.98,0.613,3.451,445.1,3.31,Medium
Brinjal,Ripe,15,24.64,53.76,0.505,1.522,458.6,3.17,Low
Mango,Ripe,222,29.36,85.21,0.711,2.798,602.3,6.88,Medium
Onion,Semi-Ripe,130,20.67,74.05,3.454,1.238,534.2,2.98,Low
Tomato,Semi-Ripe,47,32.9,67.64,1.106,5.359,673.7,7.87,Low
Onion,Ripe,47,28.47,61.22,0.575,3.054,562.4,3.63,Low
Banana,Unripe,121,30.39,71.55,0.278,2.34,433.5,1.66,Low
Banana,Unripe,145,24.72,79.9,0.3,2.178,493.0,6.56,Medium
Onion,Ripe,11,30.26,58.08,0.687,1.891,458.2,0.38,Low
Tomato,Semi-Ripe,119,31.27,67.94,0.642,1.663,558.6,4.52,Low
Onion,Semi-Ripe,57,27.93,78.42,0.855,1.633,507.2,1.51,Low
Mango,Ripe,221,27.94,44.77,0.204,4.346,424.6,2.71,Low
Onion,Ripe,148,28.08,67.31,0.938,1.892,501.0,6.01,Medium
Brinjal,Ripe,89,23.55,62.85,2.053,0.158,555.3,3.1,Low
Mango,Semi-Ripe,101,26.41,66.39,3.114,1.217,379.2,6.82,Low
Tomato,Unripe,201,26.39,61.98,0.266,3.52,538.0,3.08,Low
Tomato,Semi-Ripe,166,28.53,69.65,0.571,2.222,310.6,1.68,Low
Tomato,Ripe,93,31.0,91.08,0.55,2.353,632.7,2.75,Low
Tomato,Semi-Ripe,202,22.77,64.11,1.107,3.787,563.3,10.13,Medium
Brinjal,Ripe,149,26.5,71.5,0.426,1.645,695.5,5.79,Medium
Onion,Unripe,14,32.93,91.94,3.247,3.196,366.0,3.67,Low
Brinjal,Unripe,151,24.03,61.4,1.031,1.765,636.0,5.37,Medium
Brinjal,Ripe,226,23.71,89.78,0.917,3.133,612.3,4.34,Medium
Onion,Semi-Ripe,208,27.81,68.06,3.049,2.07,478.1,9.91,Medium
Brinjal,Semi-Ripe,10,30.38,89.38,0.989,2.234,454.8,3.44,Low
Tomato,Unripe,212,27.05,77.0,1.323,3.402,369.8,5.7,Medium
Banana,Semi-Ripe,236,32.32,71.69,0.591,3.323,338.5,7.1,Medium
Brinjal,Ripe,39,30.43,67.21,0.383,2.318,409.9,0.68,Low
Banana,Semi-Ripe,153,30.37,60.51,0.652,1.981,349.3,2.75,Low
Mango,Semi-Ripe,181,29.22,68.91,4.622,4.259,691.5,4.23,Medium
Banana,Semi-Ripe,10,36.31,78.77,1.558,3.148,319.8,4.4,Low
Brinjal,Ripe,199,26.18,67.84,1.212,2.07,517.9,2.55,Low
Mango,Ripe,94,18.99,64.2,0.505,1.782,552.3,3.51,Low
Mango,Semi-Ripe,72,33.42,64.99,1.892,3.627,542.9,2.99,Low
Banana,Ripe,62,25.17,79.91,0.387,2.627,553.4,0.41,Low
Banana,Semi-Ripe,121,27.43,82.7,0.334,2.32,613.6,3.04,Low
Mango,Ripe,192,32.24,59.99,0.676,2.626,446.5,5.78,Medium
Mango,Semi-Ripe,197,20.59,59.98,3.928,2.872,510.5,2.19,Low
Tomato,Unripe,54,21.99,72.55,3.775,2.438,464.8,5.69,Low
Brinjal,Semi-Ripe,199,20.59,86.33,0.729,3.824,656.3,5.73,Medium
Mango,Ripe,199,23.82,81.75,0.624,3.885,752.0,5.51,Medium
Onion,Unripe,14,28.76,52.98,0.317,3.085,356.7,2.68,Low
Onion,Ripe,75,29.1,64.83,1.056,4.012,300.0,1.43,Low
Brinjal,Ripe,3,28.11,56.83,1.12,2.509,568.3,1.37,Low
Onion,Ripe,238,21.35,64.79,1.738,3.259,628.4,6.01,Medium
Onion,Ripe,113,17.76,87.25,1.892,3.605,734.8,2.68,Medium
Brinjal,Unripe,65,27.22,50.93,0.871,3.621,588.5,3.62,Low
Mango,Unripe,215,25.11,48.57,1.476,3.508,667.5,3.46,Medium
Onion,Semi-Ripe,165,28.84,58.06,0.612,3.194,699.2,5.29,Medium
Mango,Semi-Ripe,226,29.81,71.45,1.456,4.653,675.8,6.16,Medium
Tomato,Ripe,192,27.55,75.45,0.701,1.906,605.7,1.87,Medium
Banana,Ripe,230,30.04,73.25,1.379,2.329,346.1,5.38,Medium
Tomato,Ripe,52,27.92,82.11,1.303,2.264,499.0,0.38,Low
Tomato,Ripe,49,29.12,46.84,1.049,2.095,536.0,0.0,Low
Tomato,Unripe,18,24.18,82.26,1.744,0.312,488.0,1.65,Low
Onion,Ripe,82,26.28,64.25,0.333,4.012,495.4,8.52,Low
Tomato,Ripe,132,27.79,76.78,0.475,1.371,688.1,5.48,Low
Mango,Ripe,136,30.28,52.12,0.828,2.687,409.2,6.64,Low
Brinjal,Ripe,163,25.43,68.06,0.364,0.936,595.9,5.55,Low
Onion,Ripe,176,29.08,70.84,0.752,3.183,538.0,4.98,Low
Tomato,Ripe,196,25.94,81.87,0.769,1.636,397.1,6.46,Medium
Onion,Unripe,125,26.53,48.98,2.501,1.25,370.8,2.85,Low
Onion,Semi-Ripe,65,30.32,68.37,1.105,2.714,300.0,4.13,Low
Onion,Ripe,105,19.03,54.98,2.056,1.729,558.3,5.88,Low
Brinjal,Semi-Ripe,210,21.81,74.07,1.235,1.868,492.4,6.28,Medium
Banana,Unripe,196,21.07,77.33,0.687,2.689,400.9,7.09,Medium
Tomato,Ripe,220,17.67,83.45,1.098,3.38,300.0,5.47,Medium
Tomato,Unripe,130,24.29,61.58,1.666,1.6,551.9,7.11,Low
Onion,Semi-Ripe,187,30.0,79.13,2.306,1.41,479.2,4.37,Medium
Onion,Ripe,99,25.86,84.33,0.912,2.526,414.4,7.5,Low
Onion,Ripe,1,27.79,48.28,0.316,3.093,384.3,3.54,Low
Brinjal,Semi-Ripe,179,31.36,75.35,0.3,4.109,471.4,3.96,Medium
Banana,Unripe,21,32.31,79.5,0.796,1.322,556.4,0.63,Low
Tomato,Semi-Ripe,153,26.72,64.9,0.195,2.15,460.4,2.88,Medium
Tomato,Unripe,240,32.41,53.47,3.513,3.793,357.4,3.65,Medium
Mango,Ripe,6,27.37,79.32,1.519,4.67,493.0,2.41,Low
Banana,Ripe,176,23.65,53.61,0.641,1.408,625.5,2.32,Low
Mango,Ripe,209,24.62,65.86,0.46,1.687,504.8,7.33,Low
Banana,Semi-Ripe,151,21.08,67.52,2.054,2.919,508.2,4.51,Low
Brinjal,Unripe,166,23.45,76.59,0.459,1.864,460.9,4.62,Medium
Brinjal,Unripe,217,25.57,60.48,0.49,1.665,393.2,3.01,Medium
Onion,Semi-Ripe,187,30.21,59.78,0.585,2.769,389.3,3.36,Low
Mango,Ripe,9,33.88,69.19,1.083,4.204,300.6,0.0,Low
Onion,Semi-Ripe,186,21.47,80.08,1.544,1.06,641.7,7.64,Medium
Onion,Ripe,182,28.57,95.0,2.305,4.148,555.5,2.13,Medium
Mango,Unripe,54,22.84,49.91,2.078,1.868,509.9,0.73,Low
Mango,Ripe,157,28.9,71.78,1.001,2.88,535.5,6.93,Medium
Onion,Unripe,202,26.48,54.96,2.043,4.25,540.7,5.62,Medium
Onion,Semi-Ripe,204,19.68,80.23,0.625,2.858,411.9,5.17,Medium
Banana,Unripe,209,30.71,56.74,0.28,2.173,461.0,5.62,Medium
Tomato,Semi-Ripe,187,24.58,59.9,0.625,3.29,443.1,6.46,Low
Brinjal,Unripe,29,24.86,60.93,0.569,2.31,801.4,3.03,Low
Onion,Unripe,116,22.72,67.09,0.642,3.073,622.4,1.11,Low
Banana,Unripe,56,24.38,71.88,0.511,2.275,520.1,4.49,Low
Tomato,Unripe,17,28.71,73.8,0.724,3.447,663.9,3.46,Low
Brinjal,Semi-Ripe,63,26.24,67.93,1.543,0.966,648.8,5.36,Medium
Brinjal,Unripe,219,28.31,52.04,3.322,1.385,334.3,2.88,Low
Onion,Ripe,144,28.45,76.73,0.299,0.95,473.3,2.92,Low
Onion,Semi-Ripe,184,32.28,67.36,0.406,2.438,498.0,5.41,Medium
Banana,Semi-Ripe,121,25.63,81.94,0.575,0.818,573.4,2.25,Low
Mango,Semi-Ripe,85,21.09,59.51,1.709,1.739,473.1,0.0,Low
Tomato,Unripe,116,31.27,48.77,0.866,1.282,488.2,4.25,Low
Tomato,Unripe,237,25.67,67.59,0.602,4.128,444.6,6.96,Medium
Onion,Unripe,69,31.46,83.55,1.652,1.41,625.9,3.1,Low
Onion,Ripe,74,28.53,69.93,1.953,1.085,326.8,4.37,Low
Brinjal,Ripe,204,26.48,65.6,0.987,2.773,448.7,5.67,Medium
Onion,Ripe,89,28.4,57.56,0.565,4.356,300.0,3.59,Low
Mango,Ripe,217,34.8,89.09,1.208,2.372,376.4,5.35,Medium
Brinjal,Unripe,234,35.31,55.64,0.849,2.457,538.1,7.74,Medium
Mango,Unripe,15,27.28,59.3,0.845,3.92,540.3,0.94,Low
Mango,Ripe,161,27.64,74.84,0.699,3.466,462.4,5.82,Medium
Brinjal,Semi-Ripe,22,31.3,45.73,1.911,2.968,634.9,0.64,Low
Tomato,Semi-Ripe,211,23.62,83.3,1.191,1.859,662.5,3.6,Medium
Banana,Unripe,27,28.33,75.49,2.065,3.002,491.7,4.98,Low
Banana,Semi-Ripe,213,26.9,78.79,2.548,1.003,530.1,2.88,Medium
Banana,Ripe,185,28.26,74.7,1.379,1.814,445.7,4.29,Medium
Brinjal,Semi-Ripe,129,23.67,66.07,0.702,4.075,575.2,8.3,Low
Mango,Ripe,50,20.64,55.24,2.071,3.932,356.7,4.95,Low
Tomato,Ripe,64,18.71,66.32,1.385,2.981,715.5,1.94,Low
Brinjal,Ripe,103,22.53,56.3,6.186,0.378,636.8,2.72,Low
Tomato,Unripe,204,25.17,73.83,1.242,1.171,356.1,4.64,Medium
Onion,Ripe,216,25.83,77.68,1.63,1.753,405.3,7.45,Medium
Onion,Semi-Ripe,120,34.75,85.72,1.225,2.311,550.5,2.14,Medium
Mango,Ripe,56,31.42,72.46,0.933,1.125,459.4,1.26,Low
Brinjal,Unripe,136,23.15,79.09,0.834,2.229,565.4,5.42,Low
Banana,Unripe,200,28.39,64.43,1.229,4.444,456.9,1.87,Medium
Brinjal,Unripe,130,25.37,62.26,1.44,2.941,683.0,2.42,Medium
Mango,Semi-Ripe,214,25.86,73.68,2.244,2.741,501.0,4.91,Medium
Onion,Semi-Ripe,2,27.74,63.36,1.241,1.381,790.5,2.46,Low
Onion,Unripe,120,29.48,71.23,0.723,0.697,572.3,1.48,Low
Banana,Unripe,11,25.64,55.27,0.795,1.149,338.1,3.27,Low
Onion,Ripe,147,31.26,57.42,0.396,0.653,750.4,5.26,Medium
Mango,Ripe,148,22.43,75.62,3.199,2.583,631.8,3.08,Low
Brinjal,Semi-Ripe,75,27.03,78.64,0.685,2.922,545.6,6.39,Low
Onion,Semi-Ripe,191,37.39,56.17,1.968,1.438,577.6,5.4,Medium
Brinjal,Ripe,229,27.89,76.05,1.214,2.663,357.3,3.44,Medium
Onion,Unripe,110,32.73,61.61,1.237,4.116,300.0,6.74,Low
Mango,Ripe,104,27.37,68.2,0.921,4.653,495.0,2.81,Low
Tomato,Ripe,45,29.32,85.0,0.576,3.347,665.5,3.36,Low
Banana,Semi-Ripe,6,26.77,77.69,0.508,2.308,547.5,1.7,Low
Mango,Semi-Ripe,97,26.32,77.55,3.353,3.312,705.1,4.79,Low
Brinjal,Unripe,106,23.88,90.91,1.083,3.987,658.5,2.91,Low
Mango,Ripe,185,28.72,59.55,2.198,0.292,502.5,3.96,Low
Onion,Unripe,207,23.59,56.17,2.636,4.13,642.1,4.7,Medium
Tomato,Unripe,26,29.66,59.33,0.75,1.901,682.7,1.91,Low
Onion,Ripe,36,31.34,64.95,1.345,1.912,490.4,4.86,Low
Mango,Unripe,135,28.47,39.75,1.032,2.11,474.3,1.86,Low
Mango,Unripe,90,25.86,65.51,0.445,2.852,516.9,3.51,Low
Tomato,Ripe,169,28.82,61.47,0.878,1.278,300.0,4.69,Low
Brinjal,Unripe,77,25.77,77.41,1.509,2.187,533.7,3.2,Low
Brinjal,Ripe,100,30.74,72.23,0.705,3.078,586.5,5.44,Low
Onion,Ripe,107,19.67,60.79,0.797,2.74,517.3,1.08,Low
Tomato,Semi-Ripe,144,25.66,75.08,0.886,2.919,541.4,5.25,Low
Banana,Semi-Ripe,16,19.04,76.68,4.384,2.144,494.8,0.45,Low
Onion,Unripe,212,21.02,58.78,0.277,3.263,300.0,4.13,Low
Tomato,Semi-Ripe,81,32.46,62.08,1.421,3.662,699.5,1.05,Low
Banana,Ripe,51,30.58,41.3,0.837,3.596,455.9,2.51,Low
Mango,Ripe,154,24.12,54.91,0.639,2.97,425.9,3.31,Low
Mango,Unripe,32,20.99,59.09,0.823,3.533,663.0,5.83,Low
Brinjal,Semi-Ripe,142,15.14,68.89,1.595,3.458,617.4,4.64,Medium
Onion,Ripe,14,24.83,56.66,1.661,5.444,532.8,3.46,Low
Tomato,Unripe,63,36.68,61.84,1.139,3.84,592.3,1.26,Low
Brinjal,Unripe,175,28.74,53.3,2.149,2.402,361.4,5.93,Medium
Mango,Semi-Ripe,89,24.76,70.05,2.431,1.497,490.3,6.52,Low
Brinjal,Unripe,217,28.86,73.11,1.771,2.213,655.4,6.67,Medium
Onion,Ripe,85,20.76,72.83,0.682,2.135,418.7,1.16,Low
Onion,Unripe,166,25.81,68.15,1.414,3.063,380.2,3.66,Low
Tomato,Ripe,7,27.4,49.51,1.418,1.73,509.4,2.78,Low
Onion,Unripe,235,26.66,60.56,0.565,3.811,512.2,4.28,Medium
Onion,Ripe,148,30.16,63.11,0.333,0.971,577.7,8.84,Low
Brinjal,Ripe,170,28.38,63.16,0.243,0.704,334.6,3.67,Low
Mango,Ripe,78,29.67,68.9,1.05,2.351,300.0,3.36,Low
Brinjal,Semi-Ripe,69,24.25,85.11,1.232,1.573,610.5,2.25,Low
Tomato,Unripe,105,30.59,77.75,0.437,1.116,370.0,4.18,Low
Mango,Unripe,61,33.52,56.15,2.08,1.799,426.8,5.72,Low
Onion,Unripe,5,23.12,76.14,1.112,1.662,300.0,2.77,Low
Brinjal,Unripe,160,23.45,75.68,2.572,2.511,622.7,4.03,Medium
Mango,Ripe,172,32.34,58.33,1.296,1.817,542.0,2.63,Medium
Banana,Unripe,162,26.23,78.19,0.474,1.907,537.2,6.62,Low
Tomato,Semi-Ripe,133,32.62,66.08,1.378,2.495,536.4,3.84,Low
Onion,Semi-Ripe,126,25.23,51.08,1.599,3.616,300.0,3.68,Low
Banana,Ripe,237,32.82,73.46,0.682,4.118,381.8,1.13,Medium
Banana,Semi-Ripe,126,27.53,70.6,0.364,2.663,445.8,3.78,Low
Mango,Ripe,170,28.03,65.27,1.073,2.748,410.2,3.82,Medium
Mango,Unripe,100,33.26,67.55,0.496,2.298,467.4,0.41,Low
Mango,Unripe,7,25.55,59.37,2.192,3.029,529.5,4.37,Low
Banana,Ripe,84,23.24,75.32,0.752,2.929,620.8,2.54,Low
Banana,Ripe,173,25.21,67.48,3.344,3.958,322.4,7.99,Medium
Banana,Semi-Ripe,152,28.81,70.0,0.226,0.422,498.9,6.87,Low
Banana,Ripe,167,20.74,72.29,1.099,2.242,585.4,3.21,Medium
Banana,Ripe,180,29.55,54.14,2.72,2.873,389.1,7.12,Low
Mango,Unripe,52,24.84,57.27,0.536,2.471,476.9,6.02,Low
Banana,Semi-Ripe,196,31.59,41.48,0.895,1.467,556.0,3.85,Medium
Mango,Ripe,172,17.42,74.78,0.754,1.071,501.3,2.71,Medium
Onion,Unripe,74,23.85,53.45,0.62,3.387,580.9,0.0,Low
Brinjal,Unripe,121,20.25,69.59,1.187,1.667,511.4,4.64,Low
Mango,Unripe,206,23.7,72.45,0.404,0.57,462.6,3.22,Low
Brinjal,Ripe,40,27.99,75.23,0.925,3.442,359.3,3.72,Low
Onion,Ripe,72,26.28,53.55,1.435,3.005,529.7,2.34,Low
Brinjal,Ripe,46,25.99,67.22,0.86,2.373,512.0,1.65,Low
Brinjal,Unripe,73,26.36,88.04,0.497,1.494,380.9,2.37,Low
Mango,Semi-Ripe,49,27.81,88.57,2.057,2.375,569.8,0.75,Low
Tomato,Semi-Ripe,194,22.97,79.85,1.667,3.837,652.2,3.82,Medium
Banana,Ripe,238,29.83,72.05,0.482,0.724,420.8,4.03,Medium
Mango,Semi-Ripe,233,29.65,55.94,0.404,0.78,412.7,5.27,Low
Tomato,Unripe,86,28.54,76.62,0.514,1.809,408.3,3.72,Low
Onion,Semi-Ripe,224,29.23,66.1,1.465,2.471,300.0,3.26,Low
Mango,Ripe,19,28.19,74.73,1.213,1.954,740.5,4.71,Low
Onion,Semi-Ripe,26,35.14,60.41,1.739,3.207,446.1,2.52,Low
Brinjal,Semi-Ripe,78,26.65,65.92,0.796,3.698,397.0,6.14,Low
Tomato,Ripe,69,25.77,69.97,0.523,2.807,364.8,3.76,Low
Tomato,Unripe,221,23.99,70.96,1.903,3.116,453.4,5.28,Medium
Banana,Unripe,183,22.87,73.92,0.679,2.799,416.6,3.81,Low
Brinjal,Ripe,181,22.02,61.05,1.139,2.51,672.6,5.78,Medium
Mango,Ripe,194,23.44,51.88,0.338,1.077,350.2,4.89,Low
Tomato,Ripe,174,26.72,87.5,0.671,1.369,315.4,6.13,Medium
Brinjal,Ripe,121,28.34,95.0,2.027,1.014,566.2,6.84,Medium
Mango,Ripe,14,27.2,73.37,0.606,2.337,487.1,1.36,Low
Tomato,Unripe,3,23.94,52.11,1.769,2.756,473.2,3.64,Low
Mango,Ripe,235,30.6,58.72,0.196,0.906,567.2,6.37,Medium
Mango,Unripe,120,29.96,74.11,0.676,2.58,516.4,4.76,Low
Banana,Ripe,229,26.36,84.09,0.887,1.537,494.4,4.47,Medium
Mango,Ripe,7,24.39,53.45,3.386,1.324,331.3,1.84,Low
Banana,Semi-Ripe,153,29.19,66.51,0.441,1.812,300.0,3.29,Low
Banana,Unripe,67,27.75,70.35,1.6,1.267,415.9,2.22,Low
Tomato,Ripe,87,21.21,78.37,2.096,3.167,369.9,2.03,Low
Mango,Semi-Ripe,158,26.73,63.88,0.603,2.315,532.3,4.21,Medium
Banana,Ripe,119,28.05,49.23,0.77,3.397,300.0,2.56,Low
Brinjal,Unripe,32,23.4,75.45,1.104,2.012,446.3,3.67,Low
Tomato,Unripe,240,27.76,81.5,0.355,2.054,479.2,5.48,Medium
Onion,Semi-Ripe,171,21.18,67.01,0.727,4.561,495.2,4.86,Medium
Tomato,Semi-Ripe,86,32.34,72.86,2.443,0.715,547.9,3.04,Medium
Brinjal,Ripe,149,31.99,62.31,1.442,3.913,460.8,4.41,Low
Mango,Unripe,36,25.99,57.85,0.896,4.32,419.9,2.49,Low
Onion,Ripe,103,28.45,80.32,1.082,3.342,649.3,5.14,Medium
Brinjal,Semi-Ripe,102,17.36,72.65,1.502,2.136,461.6,2.93,Low
Brinjal,Semi-Ripe,89,22.37,73.88,1.717,4.07,670.3,4.24,Low
Onion,Ripe,116,25.82,86.03,0.677,2.146,461.0,1.54,Low
Tomato,Unripe,220,22.71,55.34,2.928,1.724,498.0,6.42,Medium
Onion,Unripe,1,29.86,61.38,2.513,2.073,483.4,1.51,Low
Tomato,Semi-Ripe,133,34.99,69.9,1.607,1.873,527.7,2.45,Medium
Banana,Unripe,226,22.29,61.23,0.554,1.459,449.6,3.16,Medium
Brinjal,Semi-Ripe,214,23.65,77.4,0.49,3.721,511.5,2.88,Medium
Onion,Semi-Ripe,216,27.94,65.75,0.796,1.649,683.7,4.23,Medium
Brinjal,Semi-Ripe,99,33.44,56.09,1.043,2.467,625.9,6.39,Low
Brinjal,Semi-Ripe,136,22.11,68.79,0.29,0.912,626.7,2.97,Low
Onion,Semi-Ripe,143,28.0,70.04,1.414,2.534,339.0,0.24,Medium
Tomato,Unripe,201,34.29,79.22,2.463,1.228,358.4,5.57,Low
Tomato,Ripe,230,20.39,72.72,1.497,1.201,526.1,3.25,Medium
Tomato,Ripe,61,21.88,73.53,0.623,2.38,592.5,4.7,Low
Mango,Unripe,29,25.31,71.84,0.573,3.663,437.7,2.09,Low
Banana,Unripe,63,24.92,65.74,1.234,2.984,416.3,2.76,Low
Onion,Unripe,63,30.25,59.41,0.898,3.06,667.3,5.41,Low
Mango,Unripe,72,27.97,71.47,1.364,2.357,582.3,4.48,Low
Onion,Ripe,220,19.9,64.0,1.524,2.131,627.0,2.9,Medium
Brinjal,Unripe,51,29.06,88.28,2.148,3.37,447.0,1.13,Low
Banana,Semi-Ripe,101,24.69,84.11,0.453,1.881,437.6,0.5,Low
Brinjal,Unripe,86,32.1,75.59,1.168,3.418,613.9,8.22,Low
Banana,Unripe,65,24.49,72.54,0.775,3.86,468.5,1.73,Low
Tomato,Unripe,47,24.45,66.94,0.933,1.574,426.7,5.17,Low
Onion,Ripe,240,29.16,52.87,1.831,1.736,390.4,4.42,Medium
Tomato,Semi-Ripe,150,30.05,65.41,1.976,1.9,438.6,2.36,Low
Banana,Semi-Ripe,24,28.79,69.22,2.662,0.886,605.0,2.83,Low
Tomato,Unripe,157,20.26,70.75,1.347,1.984,318.8,3.8,Low
Brinjal,Semi-Ripe,147,29.15,73.63,0.926,3.932,575.5,5.71,Medium
Brinjal,Semi-Ripe,86,22.86,79.06,0.838,1.35,415.0,5.0,Low
Onion,Ripe,189,27.94,59.69,0.297,3.958,474.8,3.71,Medium
Onion,Semi-Ripe,193,21.31,59.8,2.554,2.023,482.5,2.22,Medium
Mango,Semi-Ripe,189,28.79,85.41,0.798,4.825,473.5,2.61,Medium
Mango,Semi-Ripe,154,23.77,77.25,1.425,1.75,465.5,0.24,Low
Mango,Semi-Ripe,106,21.87,63.31,1.608,2.342,446.7,3.28,Low
Tomato,Ripe,49,29.86,66.71,0.418,1.499,431.4,3.07,Low
Onion,Unripe,10,27.97,66.77,0.524,1.744,658.4,0.56,Low
Tomato,Ripe,221,24.54,68.38,2.953,3.972,503.0,2.88,Medium
Banana,Semi-Ripe,202,32.8,73.67,1.225,3.022,484.9,4.9,Medium
Mango,Semi-Ripe,48,25.24,95.0,0.666,3.632,422.6,1.94,Low
Tomato,Semi-Ripe,193,27.13,70.28,0.915,1.053,451.0,4.43,Medium
Onion,Semi-Ripe,11,28.08,75.95,2.139,3.22,423.1,1.97,Low
Banana,Ripe,57,24.52,47.76,1.923,1.431,591.8,3.63,Low
Onion,Unripe,36,28.88,62.18,0.358,1.029,409.6,1.91,Low
Brinjal,Semi-Ripe,82,24.87,82.75,3.139,2.763,300.0,2.6,Low
Banana,Semi-Ripe,77,25.35,72.83,1.967,2.751,507.0,0.04,Low
Mango,Unripe,123,32.45,30.0,0.899,2.559,466.5,3.89,Low
Banana,Ripe,110,22.84,76.09,0.434,3.289,429.7,3.98,Low
Brinjal,Ripe,27,17.35,91.02,2.091,3.461,609.4,2.5,Low
Tomato,Unripe,36,33.44,44.05,1.396,4.117,300.0,6.37,Low
Mango,Unripe,197,37.2,86.23,0.36,1.191,689.1,5.16,Medium
Mango,Ripe,132,25.38,34.74,0.85,4.152,626.6,3.8,Low
Tomato,Ripe,222,19.25,79.26,8.92,4.571,424.6,6.06,Medium
Tomato,Ripe,31,25.76,67.9,1.012,2.097,445.9,6.68,Low
Mango,Ripe,74,25.86,39.8,0.595,0.665,560.5,3.84,Low
Mango,Ripe,38,26.24,73.35,0.494,0.978,563.7,0.0,Low
Banana,Semi-Ripe,222,22.55,81.81,3.457,1.992,423.9,5.94,Medium
Onion,Unripe,38,29.32,72.37,1.81,4.716,306.0,1.37,Low
Onion,Semi-Ripe,193,29.1,75.02,2.678,2.519,753.6,1.36,Medium
Mango,Unripe,46,21.02,63.06,1.19,1.821,614.7,6.11,Low
Banana,Unripe,175,29.8,45.66,2.406,1.746,518.8,7.27,Low
Tomato,Ripe,109,35.21,76.3,0.552,1.045,521.1,2.18,Medium
Onion,Semi-Ripe,233,27.69,89.0,1.121,3.462,574.6,3.68,Medium
Mango,Ripe,16,25.65,81.55,1.223,2.399,588.9,2.98,Low
Tomato,Unripe,78,26.43,44.15,2.632,4.81,300.0,1.84,Low
Brinjal,Ripe,174,29.46,49.82,1.25,3.191,457.9,4.34,Low
Mango,Semi-Ripe,220,20.08,57.85,0.645,3.413,445.4,3.86,Medium
Banana,Semi-Ripe,129,27.66,48.88,1.046,2.234,480.6,3.33,Medium
Banana,Unripe,23,25.44,68.53,0.309,1.3,592.5,0.25,Low
Brinjal,Semi-Ripe,151,34.39,72.72,0.197,1.539,300.0,5.8,Low
Onion,Semi-Ripe,115,26.3,50.84,1.79,0.994,338.1,6.05,Low
Banana,Ripe,186,33.67,77.33,0.769,3.501,418.2,4.55,Low
Brinjal,Unripe,133,22.59,75.21,0.833,2.077,518.5,4.03,Low
Onion,Semi-Ripe,216,29.35,61.42,1.789,3.548,599.9,6.22,Medium
Brinjal,Unripe,29,28.28,65.93,2.659,2.65,695.8,2.85,Low
Tomato,Unripe,150,23.52,44.6,1.454,2.178,465.6,7.41,Medium
Mango,Semi-Ripe,177,27.71,64.01,3.856,1.213,599.7,2.25,Low
Banana,Unripe,97,31.85,68.09,1.422,2.832,585.2,5.21,Low
Onion,Ripe,114,25.7,70.02,1.236,2.26,565.0,3.66,Medium
Brinjal,Semi-Ripe,167,20.23,72.55,1.183,3.492,497.1,2.49,Low
Onion,Unripe,109,26.93,70.93,0.407,1.713,452.1,7.85,Low
Brinjal,Unripe,94,23.39,64.83,1.953,3.178,372.2,7.92,Low
Onion,Semi-Ripe,140,25.63,71.43,0.181,4.305,364.2,3.81,Medium
Banana,Semi-Ripe,193,26.67,80.02,0.663,2.8,541.6,5.62,Medium
Mango,Ripe,32,20.18,66.85,1.016,3.364,493.5,2.04,Low
Banana,Semi-Ripe,210,20.54,71.81,0.575,3.129,450.1,4.46,Low
Tomato,Semi-Ripe,48,28.93,65.77,0.729,4.588,579.8,1.04,Low
Brinjal,Semi-Ripe,23,24.91,60.24,3.624,2.909,475.9,0.47,Low
Brinjal,Semi-Ripe,43,16.74,74.27,2.166,3.27,390.4,6.34,Low
Tomato,Semi-Ripe,18,30.14,61.34,0.619,2.46,468.0,2.65,Low
Banana,Unripe,229,28.09,72.63,0.72,1.648,598.5,5.34,Medium
Brinjal,Semi-Ripe,70,24.14,68.34,0.409,1.171,377.2,1.88,Low
Brinjal,Unripe,186,21.73,64.35,1.638,3.894,525.1,5.07,Medium
Brinjal,Unripe,43,30.34,64.06,0.84,1.391,493.3,0.31,Low
Tomato,Unripe,127,28.4,61.9,0.252,3.32,408.7,2.63,Low
Mango,Semi-Ripe,102,36.53,48.25,1.073,2.958,464.8,1.56,Low
Banana,Ripe,158,28.68,72.59,1.36,3.51,311.4,6.72,Medium
Tomato,Ripe,238,28.55,70.78,1.962,1.934,513.2,2.38,Medium
Tomato,Unripe,156,26.33,78.2,0.95,1.63,336.2,2.25,Low
Onion,Ripe,169,30.27,61.62,0.77,2.916,628.7,0.84,Medium
Banana,Unripe,63,29.5,90.74,4.016,2.178,489.0,1.65,Low
Banana,Ripe,29,32.01,63.44,1.005,1.146,431.4,2.02,Low
Tomato,Unripe,20,24.91,57.5,1.655,4.632,639.3,4.5,Low
Brinjal,Unripe,72,25.26,56.08,0.685,1.629,376.2,2.96,Low
Onion,Ripe,133,25.08,47.19,1.621,1.407,410.3,3.36,Low
Onion,Ripe,14,30.16,86.39,0.361,2.234,300.0,3.21,Low
Tomato,Semi-Ripe,63,32.99,84.45,0.724,3.878,657.1,2.46,Low
Mango,Semi-Ripe,152,25.16,75.21,0.429,0.117,724.7,8.66,Medium
